 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15	Profile_Slice_16	Profile_Slice_17	Profile_Slice_18	Profile_Slice_19	Profile_Slice_20	Profile_Slice_21	Profile_Slice_22
151	171.731	171.731	168.728	176.256	173.571	179.097	175.713	171.404	175.303	173.495	172.212	171.549	168.052	176.668	174.624	175.426	173.247	172.383	176.986	176.281	176.588	176.603
152	173.414	173.414	176.691	171.166	177.989	175.014	173.567	174.298	173.497	175.650	176.566	173.356	170.108	174.811	175.904	175.545	167.927	168.497	174.687	172.058	170.060	175.178
153	179.190	179.190	180.046	170.854	178.359	170.724	175.479	171.786	174.963	171.380	177.726	171.068	171.598	170.513	172.451	180.873	161.523	169.453	172.550	168.005	177.599	176.137
154	176.978	176.978	172.968	173.881	174.726	181.586	169.678	177.070	174.605	168.210	172.526	170.424	171.334	173.829	176.039	168.976	166.508	167.421	176.673	168.534	171.743	175.522
155	183.704	183.704	176.201	169.326	173.563	170.577	167.873	175.367	169.303	168.937	179.004	172.023	162.766	174.145	173.820	170.527	169.793	175.210	176.537	173.895	168.369	170.051
156	172.743	172.743	172.589	174.151	175.435	172.542	165.991	173.647	168.715	169.920	171.803	167.400	162.239	174.060	176.280	178.873	166.707	166.943	174.110	175.487	169.705	172.235
157	173.864	173.864	168.947	177.068	177.773	173.834	168.714	171.588	171.430	174.850	172.731	173.214	165.876	176.026	177.753	175.829	170.677	168.194	186.043	172.743	171.108	173.264
158	179.291	179.291	175.862	173.025	174.518	177.546	174.545	175.634	171.472	174.796	167.748	176.799	167.998	177.366	172.079	177.135	166.131	174.777	175.920	172.376	170.408	176.801
159	173.569	173.569	168.483	176.171	167.423	172.565	171.444	174.986	179.358	175.266	171.341	164.703	167.392	175.474	169.502	179.308	166.096	177.703	173.171	172.760	175.844	172.817
160	179.256	179.256	172.816	171.808	166.632	178.468	169.349	175.946	173.075	181.506	172.655	171.492	168.085	173.142	175.610	176.499	167.641	178.118	178.513	174.468	170.899	169.473
161	177.216	177.216	175.756	173.680	173.597	175.709	174.410	170.117	172.890	176.362	176.501	173.727	170.125	172.847	175.676	173.915	171.651	173.269	172.790	175.650	169.240	176.739
162	173.651	173.651	170.303	176.830	170.021	173.734	178.442	176.369	172.842	168.752	169.592	173.120	172.106	172.790	175.439	173.496	171.364	179.226	167.482	175.642	169.285	172.997
163	172.675	172.675	170.281	169.562	169.772	169.856	174.198	178.487	177.950	177.982	174.448	173.436	169.610	175.842	176.707	168.535	171.952	168.490	167.450	175.041	175.127	174.013
164	171.414	171.414	165.300	171.743	174.069	172.829	173.501	174.050	170.984	166.811	174.869	172.896	170.092	176.636	179.151	175.148	170.489	171.429	174.883	174.103	171.816	170.744
165	182.556	182.556	164.390	168.590	175.308	170.522	167.651	174.969	168.999	170.218	174.402	173.581	165.226	177.880	174.279	169.756	162.664	167.781	178.571	174.010	168.761	175.925
166	175.095	175.095	170.871	178.257	168.108	177.563	165.751	172.349	167.611	172.490	172.762	176.918	164.283	173.574	173.865	172.913	169.772	178.779	169.722	174.205	167.058	176.281
167	175.852	175.852	172.394	179.231	169.740	179.674	175.422	174.318	169.071	176.555	174.479	177.002	170.658	176.396	181.056	175.994	169.006	173.583	172.172	172.693	170.988	168.251
